location,date,vaccine,total_vaccinations
Germany,2/28/2021,Oxford/AstraZeneca,495150
Germany,2/28/2021,Pfizer/BioNTech,5643657
Germany,3/1/2021,Johnson&Johnson,17
Germany,3/1/2021,Moderna,204126
Germany,3/1/2021,Oxford/AstraZeneca,552964
Germany,3/1/2021,Pfizer/BioNTech,5772316
Germany,3/2/2021,Johnson&Johnson,17
Germany,3/2/2021,Moderna,214302
Germany,3/2/2021,Oxford/AstraZeneca,622302
Germany,3/2/2021,Pfizer/BioNTech,5912956
Germany,3/3/2021,Johnson&Johnson,17
Germany,3/3/2021,Moderna,228147
Germany,3/3/2021,Oxford/AstraZeneca,695381
Germany,3/3/2021,Pfizer/BioNTech,6069889
Germany,3/4/2021,Johnson&Johnson,17
Germany,3/4/2021,Moderna,242363
Germany,3/4/2021,Oxford/AstraZeneca,782495
Germany,3/4/2021,Pfizer/BioNTech,6212325
Germany,3/5/2021,Johnson&Johnson,17
Germany,3/5/2021,Moderna,255707
Germany,3/5/2021,Oxford/AstraZeneca,891313
Germany,3/5/2021,Pfizer/BioNTech,6359615
Germany,3/6/2021,Johnson&Johnson,17
Germany,3/6/2021,Moderna,264298
Germany,3/6/2021,Oxford/AstraZeneca,974429
Germany,3/6/2021,Pfizer/BioNTech,6470417
Germany,3/7/2021,Johnson&Johnson,17
Germany,3/7/2021,Moderna,271029
Germany,3/7/2021,Oxford/AstraZeneca,1035602
Germany,3/7/2021,Pfizer/BioNTech,6552921
Germany,3/8/2021,Johnson&Johnson,17
Germany,3/8/2021,Moderna,282038
Germany,3/8/2021,Oxford/AstraZeneca,1128119
Germany,3/8/2021,Pfizer/BioNTech,6688669
Germany,3/9/2021,Johnson&Johnson,17
Germany,3/9/2021,Moderna,294895
Germany,3/9/2021,Oxford/AstraZeneca,1225719
Germany,3/9/2021,Pfizer/BioNTech,6828826
Germany,3/10/2021,Johnson&Johnson,17
Germany,3/10/2021,Moderna,306358
Germany,3/10/2021,Oxford/AstraZeneca,1340707
Germany,3/10/2021,Pfizer/BioNTech,6986574
Germany,3/11/2021,Johnson&Johnson,17
Germany,3/11/2021,Moderna,319585
Germany,3/11/2021,Oxford/AstraZeneca,1460654
Germany,3/11/2021,Pfizer/BioNTech,7135722
Germany,3/12/2021,Johnson&Johnson,17
Germany,3/12/2021,Moderna,337159
Germany,3/12/2021,Oxford/AstraZeneca,1615032
Germany,3/12/2021,Pfizer/BioNTech,7288731
Germany,3/13/2021,Johnson&Johnson,17
Germany,3/13/2021,Moderna,346908
Germany,3/13/2021,Oxford/AstraZeneca,1737568
Germany,3/13/2021,Pfizer/BioNTech,7403444
Germany,3/14/2021,Johnson&Johnson,17
Germany,3/14/2021,Moderna,352057
Germany,3/14/2021,Oxford/AstraZeneca,1814140
Germany,3/14/2021,Pfizer/BioNTech,7492971
Germany,3/15/2021,Johnson&Johnson,17
Germany,3/15/2021,Moderna,364478
Germany,3/15/2021,Oxford/AstraZeneca,1897978
Germany,3/15/2021,Pfizer/BioNTech,7645425
Germany,3/16/2021,Johnson&Johnson,17
Germany,3/16/2021,Moderna,375603
Germany,3/16/2021,Oxford/AstraZeneca,1899907
Germany,3/16/2021,Pfizer/BioNTech,7811564
Germany,3/17/2021,Johnson&Johnson,17
Germany,3/17/2021,Moderna,393638
Germany,3/17/2021,Oxford/AstraZeneca,1901329
Germany,3/17/2021,Pfizer/BioNTech,7997418
Germany,3/18/2021,Johnson&Johnson,17
Germany,3/18/2021,Moderna,411866
Germany,3/18/2021,Oxford/AstraZeneca,1902905
Germany,3/18/2021,Pfizer/BioNTech,8172338
Germany,3/19/2021,Johnson&Johnson,17
Germany,3/19/2021,Moderna,432539
Germany,3/19/2021,Oxford/AstraZeneca,1941643
Germany,3/19/2021,Pfizer/BioNTech,8356993
Germany,3/20/2021,Johnson&Johnson,17
Germany,3/20/2021,Moderna,447864
Germany,3/20/2021,Oxford/AstraZeneca,2010133
Germany,3/20/2021,Pfizer/BioNTech,8493537
Germany,3/21/2021,Johnson&Johnson,17
Germany,3/21/2021,Moderna,457083
Germany,3/21/2021,Oxford/AstraZeneca,2062387
Germany,3/21/2021,Pfizer/BioNTech,8598179
Germany,3/22/2021,Johnson&Johnson,17
Germany,3/22/2021,Moderna,480764
Germany,3/22/2021,Oxford/AstraZeneca,2139561
Germany,3/22/2021,Pfizer/BioNTech,8763934
Germany,3/23/2021,Johnson&Johnson,17
Germany,3/23/2021,Moderna,501047
Germany,3/23/2021,Oxford/AstraZeneca,2237291
Germany,3/23/2021,Pfizer/BioNTech,8944290
Germany,3/24/2021,Johnson&Johnson,17
Germany,3/24/2021,Moderna,534320
Germany,3/24/2021,Oxford/AstraZeneca,2341100
Germany,3/24/2021,Pfizer/BioNTech,9141559
Germany,3/25/2021,Johnson&Johnson,17
Germany,3/25/2021,Moderna,561698
Germany,3/25/2021,Oxford/AstraZeneca,2463084
Germany,3/25/2021,Pfizer/BioNTech,9330051
Germany,3/26/2021,Johnson&Johnson,17
Germany,3/26/2021,Moderna,598207
Germany,3/26/2021,Oxford/AstraZeneca,2600017
Germany,3/26/2021,Pfizer/BioNTech,9531942
Germany,3/27/2021,Johnson&Johnson,17
Germany,3/27/2021,Moderna,625606
Germany,3/27/2021,Oxford/AstraZeneca,2707491
Germany,3/27/2021,Pfizer/BioNTech,9683929
Germany,3/28/2021,Johnson&Johnson,19
Germany,3/28/2021,Moderna,644127
Germany,3/28/2021,Oxford/AstraZeneca,2768157
Germany,3/28/2021,Pfizer/BioNTech,9801687
Germany,3/29/2021,Johnson&Johnson,19
Germany,3/29/2021,Moderna,670133
Germany,3/29/2021,Oxford/AstraZeneca,2863203
Germany,3/29/2021,Pfizer/BioNTech,9989571
Germany,3/30/2021,Johnson&Johnson,19
Germany,3/30/2021,Moderna,696514
Germany,3/30/2021,Oxford/AstraZeneca,2949489
Germany,3/30/2021,Pfizer/BioNTech,10205571
Germany,3/31/2021,Johnson&Johnson,19
Germany,3/31/2021,Moderna,734888
Germany,3/31/2021,Oxford/AstraZeneca,3003207
Germany,3/31/2021,Pfizer/BioNTech,10455197
Germany,4/1/2021,Johnson&Johnson,19
Germany,4/1/2021,Moderna,768186
Germany,4/1/2021,Oxford/AstraZeneca,3058568
Germany,4/1/2021,Pfizer/BioNTech,10691458
Germany,4/2/2021,Johnson&Johnson,19
Germany,4/2/2021,Moderna,784956
Germany,4/2/2021,Oxford/AstraZeneca,3090463
Germany,4/2/2021,Pfizer/BioNTech,10873132
Germany,4/3/2021,Johnson&Johnson,19
Germany,4/3/2021,Moderna,802159
Germany,4/3/2021,Oxford/AstraZeneca,3131682
Germany,4/3/2021,Pfizer/BioNTech,11046844
Germany,4/4/2021,Johnson&Johnson,19
Germany,4/4/2021,Moderna,813290
Germany,4/4/2021,Oxford/AstraZeneca,3181310
Germany,4/4/2021,Pfizer/BioNTech,11182292
Germany,4/5/2021,Johnson&Johnson,19
Germany,4/5/2021,Moderna,831217
Germany,4/5/2021,Oxford/AstraZeneca,3244696
Germany,4/5/2021,Pfizer/BioNTech,11350727
Germany,4/6/2021,Johnson&Johnson,19
Germany,4/6/2021,Moderna,864890
Germany,4/6/2021,Oxford/AstraZeneca,3331888
Germany,4/6/2021,Pfizer/BioNTech,11609051
Germany,4/7/2021,Johnson&Johnson,19
Germany,4/7/2021,Moderna,901205
Germany,4/7/2021,Oxford/AstraZeneca,3431581
Germany,4/7/2021,Pfizer/BioNTech,12151763
Germany,4/8/2021,Johnson&Johnson,19
Germany,4/8/2021,Moderna,936664
Germany,4/8/2021,Oxford/AstraZeneca,3555742
Germany,4/8/2021,Pfizer/BioNTech,12725602
Germany,4/9/2021,Johnson&Johnson,19
Germany,4/9/2021,Moderna,972759
Germany,4/9/2021,Oxford/AstraZeneca,3656263
Germany,4/9/2021,Pfizer/BioNTech,13213745
Germany,4/10/2021,Johnson&Johnson,19
Germany,4/10/2021,Moderna,995923
Germany,4/10/2021,Oxford/AstraZeneca,3755777
Germany,4/10/2021,Pfizer/BioNTech,13460298
Germany,4/11/2021,Johnson&Johnson,19
Germany,4/11/2021,Moderna,1013980
Germany,4/11/2021,Oxford/AstraZeneca,3830510
Germany,4/11/2021,Pfizer/BioNTech,13628319
Germany,4/12/2021,Johnson&Johnson,19
Germany,4/12/2021,Moderna,1043009
Germany,4/12/2021,Oxford/AstraZeneca,3938504
Germany,4/12/2021,Pfizer/BioNTech,13907875
Germany,4/13/2021,Johnson&Johnson,19
Germany,4/13/2021,Moderna,1069866
Germany,4/13/2021,Oxford/AstraZeneca,4054053
Germany,4/13/2021,Pfizer/BioNTech,14337605
Germany,4/14/2021,Johnson&Johnson,19
Germany,4/14/2021,Moderna,1103927
Germany,4/14/2021,Oxford/AstraZeneca,4177466
Germany,4/14/2021,Pfizer/BioNTech,14955538
Germany,4/15/2021,Johnson&Johnson,19
Germany,4/15/2021,Moderna,1140588
Germany,4/15/2021,Oxford/AstraZeneca,4288037
Germany,4/15/2021,Pfizer/BioNTech,15489251
Germany,4/16/2021,Johnson&Johnson,19
Germany,4/16/2021,Moderna,1173067
Germany,4/16/2021,Oxford/AstraZeneca,4413217
Germany,4/16/2021,Pfizer/BioNTech,15927069
Germany,4/17/2021,Johnson&Johnson,19
Germany,4/17/2021,Moderna,1195258
Germany,4/17/2021,Oxford/AstraZeneca,4529845
Germany,4/17/2021,Pfizer/BioNTech,16151700
Germany,4/18/2021,Johnson&Johnson,19
Germany,4/18/2021,Moderna,1209672
Germany,4/18/2021,Oxford/AstraZeneca,4610233
Germany,4/18/2021,Pfizer/BioNTech,16323600
Germany,4/19/2021,Johnson&Johnson,20
Germany,4/19/2021,Moderna,1241680
Germany,4/19/2021,Oxford/AstraZeneca,4687876
Germany,4/19/2021,Pfizer/BioNTech,16614211
Germany,4/20/2021,Johnson&Johnson,20
Germany,4/20/2021,Moderna,1279968
Germany,4/20/2021,Oxford/AstraZeneca,4827144
Germany,4/20/2021,Pfizer/BioNTech,16992993
Germany,4/21/2021,Johnson&Johnson,20
Germany,4/21/2021,Moderna,1320496
Germany,4/21/2021,Oxford/AstraZeneca,5051782
Germany,4/21/2021,Pfizer/BioNTech,17443255
Germany,4/22/2021,Johnson&Johnson,20
Germany,4/22/2021,Moderna,1362403
Germany,4/22/2021,Oxford/AstraZeneca,5264487
Germany,4/22/2021,Pfizer/BioNTech,17824306
Germany,4/23/2021,Johnson&Johnson,29
Germany,4/23/2021,Moderna,1405904
Germany,4/23/2021,Oxford/AstraZeneca,5422792
Germany,4/23/2021,Pfizer/BioNTech,18175696
Germany,4/24/2021,Johnson&Johnson,29
Germany,4/24/2021,Moderna,1455777
Germany,4/24/2021,Oxford/AstraZeneca,5503818
Germany,4/24/2021,Pfizer/BioNTech,18416111
Germany,4/25/2021,Johnson&Johnson,29
Germany,4/25/2021,Moderna,1489700
Germany,4/25/2021,Oxford/AstraZeneca,5565545
Germany,4/25/2021,Pfizer/BioNTech,18604964
Germany,4/26/2021,Johnson&Johnson,110
Germany,4/26/2021,Moderna,1531194
Germany,4/26/2021,Oxford/AstraZeneca,5636978
Germany,4/26/2021,Pfizer/BioNTech,18921676
Germany,4/27/2021,Johnson&Johnson,571
Germany,4/27/2021,Moderna,1583011
Germany,4/27/2021,Oxford/AstraZeneca,5693386
Germany,4/27/2021,Pfizer/BioNTech,19598494
Germany,4/28/2021,Johnson&Johnson,1299
Germany,4/28/2021,Moderna,1642682
Germany,4/28/2021,Oxford/AstraZeneca,5746809
Germany,4/28/2021,Pfizer/BioNTech,20607631
Germany,4/29/2021,Johnson&Johnson,2185
Germany,4/29/2021,Moderna,1705421
Germany,4/29/2021,Oxford/AstraZeneca,5803458
Germany,4/29/2021,Pfizer/BioNTech,21431663
Germany,4/30/2021,Johnson&Johnson,3017
Germany,4/30/2021,Moderna,1762456
Germany,4/30/2021,Oxford/AstraZeneca,5870204
Germany,4/30/2021,Pfizer/BioNTech,22108646
Germany,5/1/2021,Johnson&Johnson,5587
Germany,5/1/2021,Moderna,1803472
Germany,5/1/2021,Oxford/AstraZeneca,5910100
Germany,5/1/2021,Pfizer/BioNTech,22362218
Germany,5/2/2021,Johnson&Johnson,7389
Germany,5/2/2021,Moderna,1840706
Germany,5/2/2021,Oxford/AstraZeneca,5939314
Germany,5/2/2021,Pfizer/BioNTech,22558309
Germany,5/3/2021,Johnson&Johnson,8902
Germany,5/3/2021,Moderna,1911072
Germany,5/3/2021,Oxford/AstraZeneca,6002175
Germany,5/3/2021,Pfizer/BioNTech,22875430
Germany,5/4/2021,Johnson&Johnson,11691
Germany,5/4/2021,Moderna,1974131
Germany,5/4/2021,Oxford/AstraZeneca,6152869
Germany,5/4/2021,Pfizer/BioNTech,23501431
Germany,5/5/2021,Johnson&Johnson,15559
Germany,5/5/2021,Moderna,2052425
Germany,5/5/2021,Oxford/AstraZeneca,6364694
Germany,5/5/2021,Pfizer/BioNTech,24346330
Germany,5/6/2021,Johnson&Johnson,19335
Germany,5/6/2021,Moderna,2142722
Germany,5/6/2021,Oxford/AstraZeneca,6565128
Germany,5/6/2021,Pfizer/BioNTech,25035307
Germany,5/7/2021,Johnson&Johnson,22899
Germany,5/7/2021,Moderna,2227712
Germany,5/7/2021,Oxford/AstraZeneca,6776203
Germany,5/7/2021,Pfizer/BioNTech,25615716
Germany,5/8/2021,Johnson&Johnson,24604
Germany,5/8/2021,Moderna,2299564
Germany,5/8/2021,Oxford/AstraZeneca,6861498
Germany,5/8/2021,Pfizer/BioNTech,25883883
Germany,5/9/2021,Johnson&Johnson,25671
Germany,5/9/2021,Moderna,2355715
Germany,5/9/2021,Oxford/AstraZeneca,6896779
Germany,5/9/2021,Pfizer/BioNTech,26078969
Germany,5/10/2021,Johnson&Johnson,29385
Germany,5/10/2021,Moderna,2435049
Germany,5/10/2021,Oxford/AstraZeneca,7027285
Germany,5/10/2021,Pfizer/BioNTech,26451420
Germany,5/11/2021,Johnson&Johnson,32641
Germany,5/11/2021,Moderna,2514688
Germany,5/11/2021,Oxford/AstraZeneca,7203413
Germany,5/11/2021,Pfizer/BioNTech,27272917
Germany,5/12/2021,Johnson&Johnson,37562
Germany,5/12/2021,Moderna,2603124
Germany,5/12/2021,Oxford/AstraZeneca,7428501
Germany,5/12/2021,Pfizer/BioNTech,28362809
Germany,5/13/2021,Johnson&Johnson,39751
Germany,5/13/2021,Moderna,2669902
Germany,5/13/2021,Oxford/AstraZeneca,7472936
Germany,5/13/2021,Pfizer/BioNTech,28676132
Germany,5/14/2021,Johnson&Johnson,47101
Germany,5/14/2021,Moderna,2734161
Germany,5/14/2021,Oxford/AstraZeneca,7611723
Germany,5/14/2021,Pfizer/BioNTech,29221499
Germany,5/15/2021,Johnson&Johnson,51307
Germany,5/15/2021,Moderna,2793735
Germany,5/15/2021,Oxford/AstraZeneca,7668298
Germany,5/15/2021,Pfizer/BioNTech,29500660
Germany,5/16/2021,Johnson&Johnson,55963
Germany,5/16/2021,Moderna,2846333
Germany,5/16/2021,Oxford/AstraZeneca,7693214
Germany,5/16/2021,Pfizer/BioNTech,29701523
Germany,5/17/2021,Johnson&Johnson,66503
Germany,5/17/2021,Moderna,2928533
Germany,5/17/2021,Oxford/AstraZeneca,7814397
Germany,5/17/2021,Pfizer/BioNTech,30041614
Germany,5/18/2021,Johnson&Johnson,73982
Germany,5/18/2021,Moderna,3030999
Germany,5/18/2021,Oxford/AstraZeneca,7987081
Germany,5/18/2021,Pfizer/BioNTech,30634615
Germany,5/19/2021,Johnson&Johnson,85910
Germany,5/19/2021,Moderna,3129376
Germany,5/19/2021,Oxford/AstraZeneca,8168277
Germany,5/19/2021,Pfizer/BioNTech,31441301
Germany,5/20/2021,Johnson&Johnson,96476
Germany,5/20/2021,Moderna,3225064
Germany,5/20/2021,Oxford/AstraZeneca,8323390
Germany,5/20/2021,Pfizer/BioNTech,32123195
Germany,5/21/2021,Johnson&Johnson,107082
Germany,5/21/2021,Moderna,3308550
Germany,5/21/2021,Oxford/AstraZeneca,8479116
Germany,5/21/2021,Pfizer/BioNTech,32716007
Germany,5/22/2021,Johnson&Johnson,121551
Germany,5/22/2021,Moderna,3379014
Germany,5/22/2021,Oxford/AstraZeneca,8561795
Germany,5/22/2021,Pfizer/BioNTech,33024290
Germany,5/23/2021,Johnson&Johnson,131131
Germany,5/23/2021,Moderna,3438376
Germany,5/23/2021,Oxford/AstraZeneca,8584764
Germany,5/23/2021,Pfizer/BioNTech,33219599
Germany,5/24/2021,Johnson&Johnson,138505
Germany,5/24/2021,Moderna,3498583
Germany,5/24/2021,Oxford/AstraZeneca,8606151
Germany,5/24/2021,Pfizer/BioNTech,33456403
Germany,5/25/2021,Johnson&Johnson,161968
Germany,5/25/2021,Moderna,3578142
Germany,5/25/2021,Oxford/AstraZeneca,8708430
Germany,5/25/2021,Pfizer/BioNTech,33901904
Germany,5/26/2021,Johnson&Johnson,239266
Germany,5/26/2021,Moderna,3657810
Germany,5/26/2021,Oxford/AstraZeneca,8839669
Germany,5/26/2021,Pfizer/BioNTech,34782725
Germany,5/27/2021,Johnson&Johnson,318430
Germany,5/27/2021,Moderna,3744321
Germany,5/27/2021,Oxford/AstraZeneca,8969335
Germany,5/27/2021,Pfizer/BioNTech,35515589
Germany,5/28/2021,Johnson&Johnson,399928
Germany,5/28/2021,Moderna,3827635
Germany,5/28/2021,Oxford/AstraZeneca,9095753
Germany,5/28/2021,Pfizer/BioNTech,36112587
Germany,5/29/2021,Johnson&Johnson,427461
Germany,5/29/2021,Moderna,3890202
Germany,5/29/2021,Oxford/AstraZeneca,9152639
Germany,5/29/2021,Pfizer/BioNTech,36375771
Germany,5/30/2021,Johnson&Johnson,438085
Germany,5/30/2021,Moderna,3937532
Germany,5/30/2021,Oxford/AstraZeneca,9181413
Germany,5/30/2021,Pfizer/BioNTech,36574684
Germany,5/31/2021,Johnson&Johnson,480166
Germany,5/31/2021,Moderna,4002003
Germany,5/31/2021,Oxford/AstraZeneca,9248387
Germany,5/31/2021,Pfizer/BioNTech,36938026
Germany,6/1/2021,Johnson&Johnson,564061
Germany,6/1/2021,Moderna,4078034
Germany,6/1/2021,Oxford/AstraZeneca,9337001
Germany,6/1/2021,Pfizer/BioNTech,37665016
Germany,6/2/2021,Johnson&Johnson,665524
Germany,6/2/2021,Moderna,4143990
Germany,6/2/2021,Oxford/AstraZeneca,9416243
Germany,6/2/2021,Pfizer/BioNTech,38640847
Germany,6/3/2021,Johnson&Johnson,716117
Germany,6/3/2021,Moderna,4206538
Germany,6/3/2021,Oxford/AstraZeneca,9465602
Germany,6/3/2021,Pfizer/BioNTech,39108158
Germany,6/4/2021,Johnson&Johnson,791973
Germany,6/4/2021,Moderna,4273316
Germany,6/4/2021,Oxford/AstraZeneca,9540462
Germany,6/4/2021,Pfizer/BioNTech,39690616
Germany,6/5/2021,Johnson&Johnson,817838
Germany,6/5/2021,Moderna,4337954
Germany,6/5/2021,Oxford/AstraZeneca,9583187
Germany,6/5/2021,Pfizer/BioNTech,39953063
Germany,6/6/2021,Johnson&Johnson,831860
Germany,6/6/2021,Moderna,4376691
Germany,6/6/2021,Oxford/AstraZeneca,9610014
Germany,6/6/2021,Pfizer/BioNTech,40150398
Germany,6/7/2021,Johnson&Johnson,885722
Germany,6/7/2021,Moderna,4448414
Germany,6/7/2021,Oxford/AstraZeneca,9678596
Germany,6/7/2021,Pfizer/BioNTech,40533884
Hungary,12/29/2020,Pfizer/BioNTech,1097
Hungary,1/5/2021,Pfizer/BioNTech,72060
Hungary,1/12/2021,Moderna,3062
Hungary,1/12/2021,Pfizer/BioNTech,120806
Hungary,1/19/2021,Moderna,3133
Hungary,1/19/2021,Pfizer/BioNTech,153541
Hungary,1/26/2021,Moderna,3345
Hungary,1/26/2021,Pfizer/BioNTech,300974
Hungary,2/2/2021,Moderna,14581
Hungary,2/2/2021,Oxford/AstraZeneca,1
Hungary,2/2/2021,Pfizer/BioNTech,384126
Hungary,2/2/2021,Sputnik V,0
Hungary,2/9/2021,Moderna,17547
Hungary,2/9/2021,Oxford/AstraZeneca,20310
Hungary,2/9/2021,Pfizer/BioNTech,442092
Hungary,2/9/2021,Sputnik V,2440
Hungary,2/16/2021,Moderna,21327
Hungary,2/16/2021,Oxford/AstraZeneca,44030
Hungary,2/16/2021,Pfizer/BioNTech,580777
Hungary,2/16/2021,Sinopharm/Beijing,0
Hungary,2/16/2021,Sputnik V,18646
Hungary,2/23/2021,Moderna,22649
Hungary,2/23/2021,Oxford/AstraZeneca,86127
Hungary,2/23/2021,Pfizer/BioNTech,668841
Hungary,2/23/2021,Sinopharm/Beijing,163453
Hungary,2/23/2021,Sputnik V,19516
Hungary,3/2/2021,Moderna,59503
Hungary,3/2/2021,Oxford/AstraZeneca,102773
Hungary,3/2/2021,Pfizer/BioNTech,776189
Hungary,3/2/2021,Sinopharm/Beijing,366984
Hungary,3/2/2021,Sputnik V,22908
Hungary,3/9/2021,Moderna,74795
Hungary,3/9/2021,Oxford/AstraZeneca,239775
Hungary,3/9/2021,Pfizer/BioNTech,895934
Hungary,3/9/2021,Sinopharm/Beijing,491232
Hungary,3/9/2021,Sputnik V,55273
Hungary,3/16/2021,Moderna,79495
Hungary,3/16/2021,Oxford/AstraZeneca,299164
Hungary,3/16/2021,Pfizer/BioNTech,1059643
Hungary,3/16/2021,Sinopharm/Beijing,503945
Hungary,3/16/2021,Sputnik V,144131
Hungary,3/23/2021,Moderna,84587
Hungary,3/23/2021,Oxford/AstraZeneca,398949
Hungary,3/23/2021,Pfizer/BioNTech,1216666
Hungary,3/23/2021,Sinopharm/Beijing,686964
Hungary,3/23/2021,Sputnik V,234864
Hungary,3/30/2021,Moderna,150679
Hungary,3/30/2021,Oxford/AstraZeneca,428694
Hungary,3/30/2021,Pfizer/BioNTech,1433937
Hungary,3/30/2021,Sinopharm/Beijing,886385
Hungary,3/30/2021,Sputnik V,389848
Hungary,4/6/2021,Moderna,204828
Hungary,4/6/2021,Oxford/AstraZeneca,592150
Hungary,4/6/2021,Pfizer/BioNTech,1639137
Hungary,4/6/2021,Sinopharm/Beijing,1013966
Hungary,4/6/2021,Sputnik V,679576
Hungary,4/13/2021,Johnson&Johnson,0
Hungary,4/13/2021,Moderna,207518
Hungary,4/13/2021,Oxford/AstraZeneca,639144
Hungary,4/13/2021,Pfizer/BioNTech,1855662
Hungary,4/13/2021,Sinopharm/Beijing,1031352
Hungary,4/13/2021,Sputnik V,929916
Hungary,4/20/2021,Johnson&Johnson,0
Hungary,4/20/2021,Moderna,270680
Hungary,4/20/2021,Oxford/AstraZeneca,665449
Hungary,4/20/2021,Pfizer/BioNTech,2177571
Hungary,4/20/2021,Sinopharm/Beijing,1052712
Hungary,4/20/2021,Sputnik V,1103497
Hungary,4/27/2021,Johnson&Johnson,0
Hungary,4/27/2021,Moderna,316489
Hungary,4/27/2021,Oxford/AstraZeneca,671335
Hungary,4/27/2021,Pfizer/BioNTech,2457844
Hungary,4/27/2021,Sinopharm/Beijing,1400042
Hungary,4/27/2021,Sputnik V,1310973
Hungary,5/4/2021,Johnson&Johnson,3083
Hungary,5/4/2021,Moderna,360765
Hungary,5/4/2021,Oxford/AstraZeneca,721669
Hungary,5/4/2021,Pfizer/BioNTech,2707983
Hungary,5/4/2021,Sinopharm/Beijing,1473976
Hungary,5/4/2021,Sputnik V,1532293
Hungary,5/11/2021,Johnson&Johnson,15153
Hungary,5/11/2021,Moderna,402723
Hungary,5/11/2021,Oxford/AstraZeneca,759515
Hungary,5/11/2021,Pfizer/BioNTech,2933652
Hungary,5/11/2021,Sinopharm/Beijing,1526314
Hungary,5/11/2021,Sputnik V,1624359
Hungary,5/18/2021,Johnson&Johnson,43498
Hungary,5/18/2021,Moderna,490093
Hungary,5/18/2021,Oxford/AstraZeneca,784191
Hungary,5/18/2021,Pfizer/BioNTech,3342876
Hungary,5/18/2021,Sinopharm/Beijing,1568483
Hungary,5/18/2021,Sputnik V,1648778
Hungary,5/25/2021,Johnson&Johnson,55727
Hungary,5/25/2021,Moderna,526146
Hungary,5/25/2021,Oxford/AstraZeneca,813476
Hungary,5/25/2021,Pfizer/BioNTech,3599814
Hungary,5/25/2021,Sinopharm/Beijing,1871963
Hungary,5/25/2021,Sputnik V,1711812
Hungary,6/1/2021,Johnson&Johnson,62921
Hungary,6/1/2021,Moderna,536939
Hungary,6/1/2021,Oxford/AstraZeneca,834589
Hungary,6/1/2021,Pfizer/BioNTech,3661736
Hungary,6/1/2021,Sinopharm/Beijing,1911018
Hungary,6/1/2021,Sputnik V,1752821
Iceland,12/29/2020,Johnson&Johnson,0
Iceland,12/29/2020,Moderna,0
Iceland,12/29/2020,Oxford/AstraZeneca,0
Iceland,12/29/2020,Pfizer/BioNTech,2524
Iceland,12/30/2020,Johnson&Johnson,0
Iceland,12/30/2020,Moderna,0
Iceland,12/30/2020,Oxford/AstraZeneca,0
Iceland,12/30/2020,Pfizer/BioNTech,4940
Iceland,12/31/2020,Johnson&Johnson,0
Iceland,12/31/2020,Moderna,0
Iceland,12/31/2020,Oxford/AstraZeneca,0
Iceland,12/31/2020,Pfizer/BioNTech,4940
Iceland,1/1/2021,Johnson&Johnson,0
Iceland,1/1/2021,Moderna,0
Iceland,1/1/2021,Oxford/AstraZeneca,0
Iceland,1/1/2021,Pfizer/BioNTech,4940
Iceland,1/2/2021,Johnson&Johnson,0
Iceland,1/2/2021,Moderna,0
Iceland,1/2/2021,Oxford/AstraZeneca,0
Iceland,1/2/2021,Pfizer/BioNTech,4940
Iceland,1/3/2021,Johnson&Johnson,0
Iceland,1/3/2021,Moderna,0
Iceland,1/3/2021,Oxford/AstraZeneca,0
Iceland,1/3/2021,Pfizer/BioNTech,4940
Iceland,1/4/2021,Johnson&Johnson,0
Iceland,1/4/2021,Moderna,0
Iceland,1/4/2021,Oxford/AstraZeneca,0
Iceland,1/4/2021,Pfizer/BioNTech,4940
Iceland,1/5/2021,Johnson&Johnson,0
Iceland,1/5/2021,Moderna,1
Iceland,1/5/2021,Oxford/AstraZeneca,0
Iceland,1/5/2021,Pfizer/BioNTech,4947
Iceland,1/6/2021,Johnson&Johnson,0
Iceland,1/6/2021,Moderna,1
Iceland,1/6/2021,Oxford/AstraZeneca,0
Iceland,1/6/2021,Pfizer/BioNTech,4947
Iceland,1/7/2021,Johnson&Johnson,0
Iceland,1/7/2021,Moderna,1
Iceland,1/7/2021,Oxford/AstraZeneca,0
Iceland,1/7/2021,Pfizer/BioNTech,4947
Iceland,1/8/2021,Johnson&Johnson,0
Iceland,1/8/2021,Moderna,1
Iceland,1/8/2021,Oxford/AstraZeneca,0
Iceland,1/8/2021,Pfizer/BioNTech,4947
Iceland,1/9/2021,Johnson&Johnson,0
Iceland,1/9/2021,Moderna,1
Iceland,1/9/2021,Oxford/AstraZeneca,0
Iceland,1/9/2021,Pfizer/BioNTech,4947
Iceland,1/10/2021,Johnson&Johnson,0
Iceland,1/10/2021,Moderna,1
Iceland,1/10/2021,Oxford/AstraZeneca,0
Iceland,1/10/2021,Pfizer/BioNTech,4947
Iceland,1/11/2021,Johnson&Johnson,0
Iceland,1/11/2021,Moderna,1
Iceland,1/11/2021,Oxford/AstraZeneca,0
Iceland,1/11/2021,Pfizer/BioNTech,4947
Iceland,1/12/2021,Johnson&Johnson,0
Iceland,1/12/2021,Moderna,1
Iceland,1/12/2021,Oxford/AstraZeneca,0
Iceland,1/12/2021,Pfizer/BioNTech,4947
Iceland,1/13/2021,Johnson&Johnson,0
